1552672871.143749,POS,0,9839,2.20,1.54,1.51,0,x2D
1552672871.343745,POS,0,9839,1.86,2.01,1.38,0,x2F
1552672871.347636,POS,1,CD33,23.41,2.33,1.36,0,xF0
1552672871.443995,POS,0,4A1F,17.60,1.83,1.13,100,xC6
1552672871.447946,POS,1,9839,1.56,2.40,1.36,100,x30
1552672871.453901,POS,2,CD33,23.41,2.33,1.36,0,xF1
1552672871.544009,POS,0,4A1F,17.46,1.77,1.27,100,xC7
1552672871.548258,POS,1,9839,1.56,2.40,1.36,0,x31
1552672871.643897,POS,0,4A1F,17.27,1.74,1.38,89,xC8
1552672871.844058,POS,0,4A1F,17.03,1.58,1.46,100,xCA
1552672871.944055,POS,0,4A1F,16.91,1.56,1.18,100,xCB
1552672872.043829,POS,0,4A1F,16.91,1.56,1.18,0,xCC
1552672872.048353,POS,1,CD33,22.98,2.74,1.29,50,xF7
1552672872.144017,POS,0,4A1F,16.80,1.64,1.36,79,xCD
1552672872.147819,POS,1,CD33,22.76,3.08,1.27,0,xF8
1552672872.243922,POS,0,4A1F,16.70,1.71,1.46,67,xCE
1552672872.247894,POS,1,9839,1.84,2.07,1.50,0,x38
1552672872.253083,POS,2,CD33,23.49,3.33,1.23,58,xF9
1552672872.343836,POS,0,4A1F,16.70,1.71,1.46,0,xCF
1552672872.348164,POS,1,9839,1.84,2.07,1.50,0,x39
1552672872.352349,POS,2,CD33,23.95,3.55,1.07,0,xFA
1552672872.443876,POS,0,CD33,24.27,3.73,0.84,0,xFB
1552672872.543810,POS,0,CD33,24.55,3.90,0.96,0,xFC
1552672872.643836,POS,0,CD33,24.74,4.05,1.02,0,xFD
1552672872.744312,POS,0,CD33,24.84,4.18,0.99,0,xFE
1552672872.843896,POS,0,CD33,24.94,4.28,1.03,56,xFF
1552672872.943896,POS,0,CD33,24.34,3.53,1.93,50,x00
1552672873.043963,POS,0,CD33,23.71,2.74,2.59,50,x01
1552672873.143982,POS,0,4A1F,16.57,1.84,1.43,100,xD7
1552672873.148257,POS,1,CD33,23.25,1.96,3.08,50,x02
1552672873.243896,POS,0,4A1F,16.40,1.94,1.55,86,xD8
1552672873.247729,POS,1,9839,1.61,2.42,1.41,0,x42
1552672873.252671,POS,2,CD33,22.92,1.53,3.47,50,x03
1552672873.343898,POS,0,4A1F,16.26,2.01,1.63,84,xD9
1552672873.347821,POS,1,9839,1.61,2.42,1.41,0,x43
1552672873.352808,POS,2,CD33,22.65,1.72,3.64,50,x04
1552672873.443805,POS,0,4A1F,16.26,2.01,1.63,0,xDA
1552672873.448020,POS,1,CD33,22.65,1.72,3.64,0,x05
1552672873.743896,POS,0,9839,1.39,2.72,1.38,100,x47
1552672873.843803,POS,0,9839,1.26,2.89,1.20,99,x48
1552672873.943725,POS,0,9839,1.26,2.89,1.20,0,x49
1552672874.043683,POS,0,9839,1.69,2.34,1.30,0,x4A
1552672874.143743,POS,0,9839,1.69,2.34,1.30,0,x4B
1552672874.243894,POS,0,4A1F,17.67,2.29,2.84,50,xE2
1552672874.248026,POS,1,4192,0.00,0.00,0.00,0,x00
1552672874.343949,POS,0,4A1F,17.67,2.29,2.84,0,xE3
1552672874.348344,POS,1,4192,22.06,5.92,1.46,78,x02
1552672874.443906,POS,0,4192,22.07,5.96,1.43,79,x03
1552672874.447821,POS,1,9839,1.48,2.62,1.25,50,x4E
1552672874.543901,POS,0,4192,22.09,6.01,1.47,73,x04
1552672874.547838,POS,1,9839,1.48,2.62,1.25,0,x4F
1552672874.643849,POS,0,4192,22.10,6.05,1.53,70,x05
1552672874.743859,POS,0,4A1F,18.43,2.56,3.54,50,xE7
1552672874.748298,POS,1,4192,22.12,6.11,1.52,84,x06
1552672874.753348,POS,2,9839,1.33,2.82,1.17,100,x51
1552672874.843784,POS,0,4A1F,18.43,2.56,3.54,0,xE8
1552672874.847708,POS,1,4192,22.13,6.15,1.54,87,x07
1552672874.852550,POS,2,9839,1.22,2.94,0.96,50,x52
1552672874.856832,POS,3,CD33,22.37,2.43,3.08,72,x13
1552672874.943998,POS,0,4192,22.16,6.20,1.49,100,x08
1552672874.947997,POS,1,9839,1.22,2.94,0.96,0,x53
1552672874.953976,POS,2,CD33,22.26,2.94,2.48,100,x14
1552672875.043945,POS,0,4192,22.32,6.25,1.37,66,x09
1552672875.048148,POS,1,9839,1.30,2.83,1.15,0,x54
1552672875.053209,POS,2,CD33,22.04,3.29,2.17,67,x15
1552672875.143790,POS,0,4192,22.42,6.30,1.29,0,x0A
1552672875.148347,POS,1,9839,1.37,2.75,1.31,0,x55
1552672875.152675,POS,2,CD33,22.04,3.29,2.17,0,x16
1552672875.243896,POS,0,4192,22.38,6.35,1.29,77,x0B
1552672875.247685,POS,1,9839,1.53,2.53,1.49,0,x56
1552672875.252854,POS,2,CD33,22.01,3.50,1.87,100,x17
1552672875.343846,POS,0,4192,22.38,6.39,1.20,79,x0C
1552672875.347886,POS,1,9839,1.53,2.53,1.49,0,x57
1552672875.353045,POS,2,CD33,21.90,3.63,1.72,64,x18
1552672875.443959,POS,0,4192,22.35,6.44,1.18,100,x0D
1552672875.448278,POS,1,CD33,21.94,3.66,1.50,100,x19
1552672875.543870,POS,0,4192,22.29,6.47,1.19,76,x0E
1552672875.547806,POS,1,9839,1.38,2.73,1.25,50,x59
1552672875.553590,POS,2,CD33,21.97,3.64,1.44,100,x1A
1552672875.643919,POS,0,4192,22.24,6.48,1.25,79,x0F
1552672875.647770,POS,1,9839,1.81,2.18,1.25,0,x5A
1552672875.652749,POS,2,CD33,21.84,3.56,1.21,0,x1B
1552672875.743897,POS,0,4192,22.18,6.48,1.36,82,x10
1552672875.747940,POS,1,9839,1.81,2.18,1.25,0,x5B
1552672875.752889,POS,2,CD33,21.90,3.58,1.25,50,x1C
1552672875.843841,POS,0,4192,22.18,6.51,1.42,77,x11
1552672875.848234,POS,1,CD33,21.90,3.58,1.25,0,x1D
1552672875.943883,POS,0,4192,22.16,6.52,1.50,82,x12
1552672875.947854,POS,1,CD33,21.92,3.33,1.23,73,x1E
1552672876.043777,POS,0,4A1F,19.86,2.97,3.95,0,xF4
1552672876.047779,POS,1,4192,22.13,6.53,1.57,81,x13
1552672876.052770,POS,2,9839,1.59,0.78,1.08,50,x5E
1552672876.056643,POS,3,CD33,21.94,3.14,1.18,75,x1F
1552672876.143780,POS,0,4A1F,20.90,3.30,4.21,0,xF5
1552672876.148080,POS,1,4192,22.20,6.52,1.56,100,x14
1552672876.152976,POS,2,9839,1.59,0.78,1.08,0,x5F
1552672876.157059,POS,3,CD33,22.05,2.94,1.06,100,x20
1552672876.243783,POS,0,4A1F,21.75,3.57,4.38,0,xF6
1552672876.248254,POS,1,4192,22.15,6.54,1.47,79,x15
1552672876.253278,POS,2,9839,1.45,-0.28,1.12,89,x60
1552672876.256942,POS,3,CD33,21.93,2.62,0.96,0,x21
1552672876.343763,POS,0,4A1F,23.17,3.76,4.02,0,xF7
1552672876.347822,POS,1,4192,22.10,6.53,1.48,71,x16
1552672876.353406,POS,2,9839,1.30,-1.04,0.94,50,x61
1552672876.357149,POS,3,CD33,22.10,2.51,0.77,100,x22
1552672876.443780,POS,0,4A1F,23.87,3.92,4.04,0,xF8
1552672876.447809,POS,1,4192,22.08,6.53,1.48,85,x17
1552672876.452865,POS,2,9839,1.20,-1.10,1.47,0,x62
1552672876.456684,POS,3,CD33,22.23,2.34,0.68,100,x23
1552672876.543752,POS,0,4A1F,24.28,4.06,4.09,0,xF9
1552672876.548028,POS,1,4192,22.04,6.53,1.34,69,x18
1552672876.553060,POS,2,CD33,22.37,2.16,0.60,100,x24
1552672876.643783,POS,0,4A1F,24.52,4.19,4.14,0,xFA
1552672876.648263,POS,1,4192,22.10,6.52,1.39,100,x19
1552672876.653296,POS,2,9839,1.07,-2.11,1.07,100,x64
1552672876.657117,POS,3,CD33,22.54,1.82,0.76,50,x25
1552672876.743759,POS,0,4A1F,24.66,4.30,4.17,0,xFB
1552672876.747769,POS,1,4192,22.05,6.52,1.48,80,x1A
1552672876.752594,POS,2,9839,1.04,-2.47,1.12,0,x65
1552672876.756859,POS,3,CD33,22.69,1.64,0.78,50,x26
1552672876.843771,POS,0,4A1F,24.73,4.40,4.19,0,xFC
1552672876.847795,POS,1,4192,21.99,6.52,1.54,77,x1B
1552672876.853780,POS,2,9839,1.03,-2.05,1.64,50,x66
1552672876.857050,POS,3,CD33,22.85,1.61,0.71,50,x27
1552672876.943744,POS,0,4A1F,24.73,4.40,4.19,0,xFD
1552672876.948072,POS,1,4192,21.96,6.53,1.60,87,x1C
1552672876.953081,POS,2,9839,1.03,-2.05,1.64,0,x67
1552672876.956848,POS,3,CD33,22.85,1.61,0.71,0,x28
1552672877.043854,POS,0,4192,21.92,6.54,1.66,75,x1D
1552672877.143845,POS,0,4192,21.87,6.56,1.69,73,x1E
1552672877.147846,POS,1,CD33,23.09,0.99,0.79,50,x2A
1552672877.243855,POS,0,4192,21.86,6.58,1.68,85,x1F
1552672877.247820,POS,1,CD33,23.32,0.52,0.83,50,x2B
1552672877.343844,POS,0,4A1F,24.69,4.52,4.13,50,x01
1552672877.348064,POS,1,4192,21.84,6.59,1.70,78,x20
1552672877.352981,POS,2,CD33,23.59,0.26,0.90,50,x2C
1552672877.443811,POS,0,4A1F,24.69,4.52,4.13,0,x02
1552672877.448631,POS,1,4192,21.82,6.60,1.70,80,x21
1552672877.453476,POS,2,CD33,23.59,0.26,0.90,0,x2D
1552672877.543785,POS,0,4A1F,24.73,4.63,4.01,0,x03
1552672877.547770,POS,1,4192,21.83,6.60,1.72,84,x22
1552672877.553407,POS,2,9839,1.11,-1.54,2.05,50,x6D
1552672877.643781,POS,0,4A1F,24.73,4.63,4.01,0,x04
1552672877.647882,POS,1,4192,21.91,6.58,1.69,100,x23
1552672877.652830,POS,2,9839,1.11,-1.54,2.05,0,x6E
1552672877.743755,POS,0,4A1F,24.60,4.77,3.94,0,x05
1552672877.748022,POS,1,4192,21.89,6.56,1.71,74,x24
1552672877.753048,POS,2,9839,1.18,-1.17,2.35,50,x6F
1552672877.843765,POS,0,4A1F,25.25,4.82,2.98,0,x06
1552672877.848220,POS,1,4192,21.88,6.55,1.70,80,x25
1552672877.853379,POS,2,9839,1.26,-1.56,2.22,50,x70
1552672877.943841,POS,0,4A1F,25.82,4.87,2.65,69,x07
1552672877.947763,POS,1,4192,21.88,6.53,1.69,76,x26
1552672877.952607,POS,2,9839,1.61,-1.61,2.08,0,x71
1552672878.043784,POS,0,4A1F,25.82,4.87,2.65,0,x08
1552672878.047850,POS,1,4192,21.87,6.52,1.71,73,x27
1552672878.053805,POS,2,9839,1.61,-0.62,2.14,50,x72
1552672878.143749,POS,0,4A1F,25.61,4.97,2.74,0,x09
1552672878.148001,POS,1,4192,21.87,6.51,1.73,75,x28
1552672878.152962,POS,2,9839,1.64,0.38,1.82,50,x73
1552672878.243796,POS,0,4A1F,25.61,5.03,2.68,0,x0A
1552672878.248295,POS,1,4192,21.87,6.51,1.75,78,x29
1552672878.252501,POS,2,9839,1.64,0.38,1.82,0,x74
1552672878.343797,POS,0,4A1F,25.28,5.08,2.82,0,x0B
1552672878.347674,POS,1,4192,21.86,6.51,1.77,72,x2A
1552672878.443772,POS,0,4A1F,24.97,5.12,2.93,0,x0C
1552672878.448014,POS,1,4192,21.85,6.51,1.76,74,x2B
1552672878.543752,POS,0,4A1F,24.73,5.19,2.95,0,x0D
1552672878.548000,POS,1,4192,21.84,6.52,1.76,73,x2C
1552672878.643752,POS,0,4A1F,24.54,5.24,2.94,0,x0E
1552672878.648312,POS,1,4192,21.84,6.53,1.75,79,x2D
1552672878.743753,POS,0,4A1F,24.60,5.29,2.82,0,x0F
1552672878.747649,POS,1,4192,21.84,6.53,1.74,75,x2E
1552672878.843750,POS,0,4A1F,24.37,5.32,2.82,0,x10
1552672878.847887,POS,1,4192,21.83,6.54,1.75,77,x2F
1552672878.943742,POS,0,4A1F,24.69,5.33,2.58,0,x11
1552672878.948092,POS,1,4192,21.82,6.54,1.76,75,x30
1552672878.953106,POS,2,9839,1.79,1.04,1.53,50,x7B
1552672879.043751,POS,0,4A1F,24.48,5.36,2.62,0,x12
1552672879.048384,POS,1,4192,21.82,6.54,1.74,78,x31
1552672879.143752,POS,0,4A1F,24.37,5.38,2.66,0,x13
1552672879.147649,POS,1,4192,21.82,6.55,1.73,81,x32
1552672879.152728,POS,2,9839,1.91,1.56,1.34,50,x7D
1552672879.156901,POS,3,CD33,23.89,0.71,0.92,50,x3E
1552672879.243745,POS,0,4A1F,24.10,5.40,2.71,0,x14
1552672879.247864,POS,1,4192,21.81,6.55,1.73,78,x33
1552672879.253064,POS,2,9839,2.00,0.46,1.27,50,x7E
1552672879.256917,POS,3,CD33,23.99,0.97,1.29,50,x3F
1552672879.343750,POS,0,4A1F,23.86,5.46,2.63,0,x15
1552672879.348084,POS,1,4192,21.79,6.55,1.74,75,x34
1552672879.353123,POS,2,9839,2.00,0.46,1.27,0,x7F
1552672879.356648,POS,3,CD33,23.99,0.97,1.29,0,x40
1552672879.443739,POS,0,4A1F,24.08,5.49,2.54,0,x16
1552672879.448319,POS,1,4192,21.77,6.54,1.75,50,x35
1552672879.543734,POS,0,4A1F,24.37,5.44,2.54,0,x17
1552672879.547667,POS,1,4192,21.75,6.52,1.73,73,x36
1552672879.643845,POS,0,4A1F,24.85,5.50,2.32,86,x18
1552672879.647934,POS,1,4192,21.72,6.52,1.71,0,x37
1552672879.652782,POS,2,CD33,23.99,1.14,1.32,0,x43
1552672879.743830,POS,0,4A1F,24.85,5.55,2.19,50,x19
1552672879.748124,POS,1,4192,21.69,6.53,1.43,0,x38
1552672879.753191,POS,2,CD33,23.99,1.14,1.32,0,x44
1552672879.843752,POS,0,4A1F,24.85,5.55,2.19,0,x1A
1552672879.847539,POS,1,4192,21.66,6.52,1.20,0,x39
1552672879.852387,POS,2,CD33,23.84,1.35,1.11,0,x45
1552672879.943766,POS,0,4A1F,24.73,5.63,2.09,0,x1B
1552672879.947683,POS,1,4192,21.65,6.50,1.20,0,x3A
1552672879.952852,POS,2,CD33,23.50,1.38,1.14,50,x46
1552672880.043891,POS,0,4192,21.73,6.56,1.28,100,x3B
1552672880.047928,POS,1,CD33,23.50,1.38,1.14,0,x47
1552672880.143819,POS,0,4A1F,24.25,5.76,1.91,0,x1D
1552672880.148165,POS,1,4192,21.83,6.59,1.38,100,x3C
1552672880.153229,POS,2,CD33,23.60,1.57,0.97,0,x48
1552672880.243682,POS,0,4A1F,24.60,5.80,1.69,0,x1E
1552672880.247857,POS,1,4192,21.90,6.62,1.48,100,x3D
1552672880.252646,POS,2,CD33,23.60,1.57,0.97,0,x49
1552672880.343791,POS,0,4A1F,24.18,5.84,1.77,0,x1F
1552672880.347833,POS,1,4192,21.85,6.59,1.36,60,x3E
1552672880.352837,POS,2,CD33,23.55,1.78,0.89,0,x4A
1552672880.443927,POS,0,4A1F,24.50,5.84,1.49,58,x20
1552672880.448005,POS,1,4192,21.82,6.56,1.45,0,x3F
1552672880.452906,POS,2,CD33,23.49,1.96,0.76,0,x4B
1552672880.543735,POS,0,4A1F,23.98,5.87,1.37,0,x21
1552672880.548188,POS,1,4192,21.77,6.52,1.46,0,x40
1552672880.553184,POS,2,CD33,23.61,2.09,0.62,0,x4C
1552672880.643691,POS,0,4A1F,24.17,5.86,1.24,0,x22
1552672880.647519,POS,1,4192,21.75,6.51,1.40,0,x41
1552672880.652476,POS,2,CD33,23.67,2.23,0.49,0,x4D
1552672880.743756,POS,0,4A1F,23.73,5.87,1.04,0,x23
1552672880.747762,POS,1,4192,21.75,6.51,1.44,50,x42
1552672880.752796,POS,2,CD33,23.67,2.23,0.49,0,x4E
1552672880.843730,POS,0,4A1F,23.40,5.88,0.85,0,x24
1552672880.847947,POS,1,4192,21.74,6.50,1.48,0,x43
1552672880.852950,POS,2,CD33,23.43,2.37,0.49,0,x4F
1552672880.943760,POS,0,4A1F,23.14,5.90,0.87,0,x25
1552672880.948165,POS,1,4192,21.72,6.49,1.49,0,x44
1552672880.953215,POS,2,CD33,23.43,2.53,0.58,0,x50
1552672881.043735,POS,0,4A1F,22.93,5.92,0.84,0,x26
1552672881.047728,POS,1,4192,21.70,6.48,1.54,75,x45
1552672881.052676,POS,2,CD33,23.22,2.67,0.47,0,x51
1552672881.143761,POS,0,4A1F,22.77,5.86,1.06,0,x27
1552672881.147760,POS,1,4192,21.70,6.48,1.54,0,x46
1552672881.152770,POS,2,CD33,23.22,2.67,0.47,0,x52
1552672881.243727,POS,0,4A1F,22.54,5.90,1.14,0,x28
1552672881.248040,POS,1,4192,21.80,6.54,1.50,100,x47
1552672881.343739,POS,0,4A1F,22.33,6.01,1.22,0,x29
1552672881.348300,POS,1,4192,21.86,6.56,1.47,100,x48
1552672881.353250,POS,2,CD33,22.70,2.78,0.61,0,x54
1552672881.443728,POS,0,4A1F,22.20,6.10,1.14,0,x2A
1552672881.447578,POS,1,4192,21.85,6.60,1.40,94,x49
1552672881.452507,POS,2,CD33,22.70,2.78,0.61,0,x55
1552672881.543795,POS,0,4192,21.79,6.61,1.38,79,x4A
1552672881.643881,POS,0,4A1F,22.07,6.25,1.41,100,x2C
1552672881.647632,POS,1,4192,21.78,6.61,1.35,0,x4B
1552672881.743819,POS,0,4A1F,21.99,6.25,1.34,68,x2D
1552672881.748227,POS,1,4192,21.77,6.62,1.26,97,x4C
1552672881.753287,POS,2,CD33,22.84,3.01,0.90,0,x58
1552672881.843819,POS,0,4192,21.78,6.61,1.18,68,x4D
1552672881.847730,POS,1,CD33,22.84,3.01,0.90,0,x59
1552672881.943796,POS,0,4A1F,21.87,6.20,1.20,71,x2F
1552672881.947831,POS,1,4192,21.74,6.62,1.23,76,x4E
1552672882.043823,POS,0,4A1F,21.82,6.18,1.16,68,x30
1552672882.047607,POS,1,4192,21.76,6.61,1.33,97,x4F
1552672882.143820,POS,0,4A1F,21.81,6.16,1.14,71,x31
1552672882.147807,POS,1,4192,21.73,6.60,1.35,82,x50
1552672882.243881,POS,0,4A1F,21.90,6.15,1.05,100,x32
1552672882.247797,POS,1,4192,21.74,6.61,1.26,85,x51
1552672882.252681,POS,2,CD33,22.66,3.37,0.89,0,x5D
1552672882.343793,POS,0,4A1F,21.86,6.13,1.01,63,x33
1552672882.347863,POS,1,4192,21.73,6.60,1.22,82,x52
1552672882.352916,POS,2,CD33,22.66,3.37,0.89,0,x5E
1552672882.443919,POS,0,4A1F,21.94,6.11,1.01,100,x34
1552672882.448140,POS,1,4192,21.75,6.64,1.31,98,x53
1552672882.453144,POS,2,CD33,23.20,3.67,1.00,0,x5F
1552672882.543878,POS,0,4A1F,21.97,6.12,1.39,100,x35
1552672882.548256,POS,1,4192,21.77,6.63,1.30,100,x54
1552672882.553314,POS,2,CD33,23.50,3.91,1.13,50,x60
1552672882.643900,POS,0,4A1F,22.04,6.09,1.40,100,x36
1552672882.648487,POS,1,4192,21.78,6.61,1.28,97,x55
1552672882.653628,POS,2,CD33,24.11,4.11,1.24,50,x61
1552672882.743878,POS,0,4A1F,22.08,6.08,1.46,100,x37
1552672882.747888,POS,1,9839,2.49,0.93,1.07,0,x84
1552672882.752821,POS,2,CD33,23.78,4.31,1.38,50,x62
1552672882.844040,POS,0,4A1F,22.13,6.06,1.44,100,x38
1552672882.848191,POS,1,4192,21.78,6.59,1.25,0,x57
1552672882.853165,POS,2,9839,2.86,1.19,1.05,0,x85
1552672882.856863,POS,3,CD33,23.56,4.48,1.47,50,x63
1552672882.943875,POS,0,4A1F,22.19,6.04,1.22,100,x39
1552672882.948298,POS,1,4192,21.82,6.56,1.19,92,x58
1552672882.952556,POS,2,9839,3.14,1.43,0.93,0,x86
1552672882.956782,POS,3,CD33,23.83,4.60,1.57,50,x64
1552672883.043790,POS,0,4A1F,22.14,6.01,1.12,71,x3A
1552672883.047817,POS,1,4192,21.83,6.63,1.31,83,x59
1552672883.052750,POS,2,9839,3.35,1.64,0.89,0,x87
1552672883.056711,POS,3,CD33,24.30,4.74,1.45,50,x65
1552672883.143784,POS,0,4A1F,22.20,6.08,1.27,89,x3B
1552672883.147942,POS,1,4192,21.85,6.65,1.39,91,x5A
1552672883.152960,POS,2,9839,3.52,1.79,0.84,0,x88
1552672883.156603,POS,3,CD33,24.13,4.86,1.60,0,x66
1552672883.243863,POS,0,4A1F,22.19,6.13,1.39,100,x3C
1552672883.248225,POS,1,4192,21.82,6.62,1.33,91,x5B
1552672883.253321,POS,2,9839,3.64,1.92,0.85,0,x89
1552672883.256811,POS,3,CD33,23.58,4.99,1.58,0,x67
1552672883.343932,POS,0,4A1F,22.26,6.09,1.37,100,x3D
1552672883.348312,POS,1,4192,21.79,6.58,1.21,80,x5C
1552672883.352612,POS,2,9839,3.72,2.02,0.84,0,x8A
1552672883.356688,POS,3,CD33,23.62,5.09,1.74,0,x68
1552672883.443871,POS,0,4A1F,22.28,6.10,1.61,100,x3E
1552672883.447755,POS,1,4192,21.76,6.55,1.16,86,x5D
1552672883.452814,POS,2,9839,3.78,1.85,1.06,0,x8B
1552672883.456787,POS,3,CD33,23.76,5.19,1.83,50,x69
1552672883.543722,POS,0,4A1F,22.26,6.07,1.47,0,x3F
1552672883.547963,POS,1,4192,21.74,6.54,1.16,84,x5E
1552672883.552165,POS,2,9839,3.82,1.80,1.13,0,x8C
1552672883.556496,POS,3,CD33,23.65,5.28,1.94,50,x6A
1552672883.643783,POS,0,4A1F,22.25,6.05,1.41,85,x40
1552672883.648222,POS,1,4192,21.72,6.52,1.19,75,x5F
1552672883.653303,POS,2,9839,3.86,0.88,1.11,50,x8D
1552672883.656957,POS,3,CD33,23.57,5.37,2.02,50,x6B
1552672883.743782,POS,0,4A1F,22.22,6.04,1.25,77,x41
1552672883.747557,POS,1,4192,21.71,6.48,1.08,0,x60
1552672883.752446,POS,2,9839,3.88,1.06,1.19,0,x8E
1552672883.756610,POS,3,CD33,23.44,5.46,2.09,50,x6C
1552672883.843762,POS,0,4A1F,22.23,6.08,1.42,89,x42
1552672883.847734,POS,1,4192,21.70,6.48,0.91,0,x61
1552672883.852766,POS,2,9839,3.91,0.33,1.13,50,x8F
1552672883.856768,POS,3,CD33,23.14,5.56,2.07,50,x6D
1552672883.943864,POS,0,4A1F,22.23,6.09,1.45,100,x43
1552672883.948003,POS,1,4192,21.70,6.48,1.00,55,x62
